hash_id	audio_path	duration	annotator_emo	golden_emo	annotator_id	speaker_text	speaker_emo	source_id
604355d236439f25925b77a99a305f6f	wavs/604355d236439f25925b77a99a305f6f.wav	4.58	angry		858305a5450b7bd1288ba0053b1cd1c1	сбербанк а блядь	angry	ab2e95c6159467a1ca4e0e310878d6f3
af1a5dc04655c1b708e97adfa8607f76	wavs/af1a5dc04655c1b708e97adfa8607f76.wav	6.54	angry		a5562e26cd8f1949488a2d1e1e549d97	и как это что что ты думаешь что я что то делаю	angry	297e37c5250f5f4d24f64890a54d823b
501321f5fff63d8ecf4e4553717cf1be	wavs/501321f5fff63d8ecf4e4553717cf1be.wav	4.74	angry		a5562e26cd8f1949488a2d1e1e549d97	у меня к тебе вопрос зачем мне это знать	angry	fa1780f004389b101392746ec1f91cfc
9939c56e016fd75769a19eb6a3f68cde	wavs/9939c56e016fd75769a19eb6a3f68cde.wav	5.72	angry		a5562e26cd8f1949488a2d1e1e549d97	легальный настоящий натуральный не настоящий	angry	c54e5a950446498a7841319956400109
e5f94b4cae8c4c18f9cfba47283d7511	wavs/e5f94b4cae8c4c18f9cfba47283d7511.wav	1.663625	angry		858305a5450b7bd1288ba0053b1cd1c1	твою же мать	angry	3a43c0cc0cf5a78baeea6eb279a2e1e8
604355d236439f25925b77a99a305f6f	wavs/604355d236439f25925b77a99a305f6f.wav	4.58	angry		a5562e26cd8f1949488a2d1e1e549d97	сбербанк а блядь	angry	ab2e95c6159467a1ca4e0e310878d6f3
e5f94b4cae8c4c18f9cfba47283d7511	wavs/e5f94b4cae8c4c18f9cfba47283d7511.wav	1.663625	angry		a5562e26cd8f1949488a2d1e1e549d97	твою же мать	angry	3a43c0cc0cf5a78baeea6eb279a2e1e8
475e76f77ac1ed7cabafca740b15b32a	wavs/475e76f77ac1ed7cabafca740b15b32a.wav	2.4530000000000003	angry		1bdb1b94789f364f9b5521652a70fe30	не надо не надо не надо не надо	angry	fa136da095807ea6cd18dd6e2f58d4d0
d86ed39def3c397923442c8cc4a081b7	wavs/d86ed39def3c397923442c8cc4a081b7.wav	9.08	angry		0593d852df022f6c87bebb3be7607edc	ужас какой классный вопрос но только чтобы ела мясо сейчас помыть морковку	angry	a5562e26cd8f1949488a2d1e1e549d97
1c4468d1b9aac07ee2d2fe0f78a49cb4	wavs/1c4468d1b9aac07ee2d2fe0f78a49cb4.wav	2.4743125	angry		0593d852df022f6c87bebb3be7607edc	бесишь меня ты	angry	0dc1bb6212dd50b3c4838c54621f4e65
8ed32fa0fa238fd093d78bd6a546e644	wavs/8ed32fa0fa238fd093d78bd6a546e644.wav	4.32	angry		0593d852df022f6c87bebb3be7607edc	нельзя дышать потому что там нет кислорода	angry	48a7c8414b4e48516effda3dc07bf87b
c2109e63c4227e4538ca65ca72a02254	wavs/c2109e63c4227e4538ca65ca72a02254.wav	5.58	angry		0593d852df022f6c87bebb3be7607edc	похуй давай сделаем хочу без денег сидеть	angry	bbd00089f3118388ebd61970d0227f2f
af1a5dc04655c1b708e97adfa8607f76	wavs/af1a5dc04655c1b708e97adfa8607f76.wav	6.54	angry		f8739db51f54bc4b7f61850d94182a65	и как это что что ты думаешь что я что то делаю	angry	297e37c5250f5f4d24f64890a54d823b
9939c56e016fd75769a19eb6a3f68cde	wavs/9939c56e016fd75769a19eb6a3f68cde.wav	5.72	angry		f8739db51f54bc4b7f61850d94182a65	легальный настоящий натуральный не настоящий	angry	c54e5a950446498a7841319956400109
501321f5fff63d8ecf4e4553717cf1be	wavs/501321f5fff63d8ecf4e4553717cf1be.wav	4.74	angry		f8739db51f54bc4b7f61850d94182a65	у меня к тебе вопрос зачем мне это знать	angry	fa1780f004389b101392746ec1f91cfc
604355d236439f25925b77a99a305f6f	wavs/604355d236439f25925b77a99a305f6f.wav	4.58	angry		6e052db0400927e5073ef2bb0e469ef7	сбербанк а блядь	angry	ab2e95c6159467a1ca4e0e310878d6f3
e5f94b4cae8c4c18f9cfba47283d7511	wavs/e5f94b4cae8c4c18f9cfba47283d7511.wav	1.663625	angry		0593d852df022f6c87bebb3be7607edc	твою же мать	angry	3a43c0cc0cf5a78baeea6eb279a2e1e8
065e594d36aeee2e0d5cf7ef2801d70a	wavs/065e594d36aeee2e0d5cf7ef2801d70a.wav	4.42	angry		858305a5450b7bd1288ba0053b1cd1c1	потик бочок	angry	17eb18e76c782dd6c337080787a6d87f
cbdcd5d7fdaad6b2a53344210b5f33df	wavs/cbdcd5d7fdaad6b2a53344210b5f33df.wav	6.78	angry		858305a5450b7bd1288ba0053b1cd1c1	грубый	angry	813c5ca56cb9f694beb0c58939044b09
cbdcd5d7fdaad6b2a53344210b5f33df	wavs/cbdcd5d7fdaad6b2a53344210b5f33df.wav	6.78	angry		a5562e26cd8f1949488a2d1e1e549d97	грубый	angry	813c5ca56cb9f694beb0c58939044b09
e2697c1567aec0373e16859103632a3d	wavs/e2697c1567aec0373e16859103632a3d.wav	8.74	angry		a5562e26cd8f1949488a2d1e1e549d97	добавить алиса водительские фанатики	angry	2c009b4919b5c99dd08b00f93b11e28e
065e594d36aeee2e0d5cf7ef2801d70a	wavs/065e594d36aeee2e0d5cf7ef2801d70a.wav	4.42	angry		a5562e26cd8f1949488a2d1e1e549d97	потик бочок	angry	17eb18e76c782dd6c337080787a6d87f
065e594d36aeee2e0d5cf7ef2801d70a	wavs/065e594d36aeee2e0d5cf7ef2801d70a.wav	4.42	angry		f8739db51f54bc4b7f61850d94182a65	потик бочок	angry	17eb18e76c782dd6c337080787a6d87f
cbdcd5d7fdaad6b2a53344210b5f33df	wavs/cbdcd5d7fdaad6b2a53344210b5f33df.wav	6.78	angry		f8739db51f54bc4b7f61850d94182a65	грубый	angry	813c5ca56cb9f694beb0c58939044b09
2d64ce3e4216c64d4f9434d9f7fc5de4	wavs/2d64ce3e4216c64d4f9434d9f7fc5de4.wav	3.42	angry		0593d852df022f6c87bebb3be7607edc	куда деть стрелок блядь	angry	cc4a20d6400d5e8cd1638046d917990d
6591e5795101d0e86e6f18c29336cf05	wavs/6591e5795101d0e86e6f18c29336cf05.wav	5.88	angry		858305a5450b7bd1288ba0053b1cd1c1	ты дурак что ли сбер салют	angry	a85aeef16cc1334c83a8499f07207e04
11704a9519489f2dcfe948e8130881b4	wavs/11704a9519489f2dcfe948e8130881b4.wav	6.56	angry		858305a5450b7bd1288ba0053b1cd1c1	ты настолько тупая ты не знаешь этого выражения	angry	3404a1c3b11c10044e84a14b245578bf
11704a9519489f2dcfe948e8130881b4	wavs/11704a9519489f2dcfe948e8130881b4.wav	6.56	angry		a5562e26cd8f1949488a2d1e1e549d97	ты настолько тупая ты не знаешь этого выражения	angry	3404a1c3b11c10044e84a14b245578bf
13954e8605a6fa30c743f068c711c74f	wavs/13954e8605a6fa30c743f068c711c74f.wav	3.64	angry		a5562e26cd8f1949488a2d1e1e549d97	ты удалишь саму	angry	bf9cfa362af1dd88faf32938243df63b
df597127ad301262ebbda86eaeea88a0	wavs/df597127ad301262ebbda86eaeea88a0.wav	4.1	angry		f8739db51f54bc4b7f61850d94182a65	ну тогда гандоны	angry	7309aebdbaa8321e653511673871f2d4
11704a9519489f2dcfe948e8130881b4	wavs/11704a9519489f2dcfe948e8130881b4.wav	6.56	angry		f8739db51f54bc4b7f61850d94182a65	ты настолько тупая ты не знаешь этого выражения	angry	3404a1c3b11c10044e84a14b245578bf
be545b164142c0d6ffcc6d7560daf6f9	wavs/be545b164142c0d6ffcc6d7560daf6f9.wav	3.605	angry		7686bf06c97f115e843d5ecdff0eb188	салют ты тупой совсем	angry	02e24f4f9d5e066018f0bb4bd88637f4
be545b164142c0d6ffcc6d7560daf6f9	wavs/be545b164142c0d6ffcc6d7560daf6f9.wav	3.605	angry		32bd471407fe168dacd5f8252f9949b7	салют ты тупой совсем	angry	02e24f4f9d5e066018f0bb4bd88637f4
5ab65a5fb43caf19756d3565a56c8fa6	wavs/5ab65a5fb43caf19756d3565a56c8fa6.wav	3.62	angry		0593d852df022f6c87bebb3be7607edc	хренова	angry	d860077017f8c10fcb6e6229c7ca1d4f
683e435b61a2673de2a0991d7cb27dc4	wavs/683e435b61a2673de2a0991d7cb27dc4.wav	4.5	angry		858305a5450b7bd1288ba0053b1cd1c1	что такое есть он блядь	angry	18646519c68578f7f521df6134e53553
683e435b61a2673de2a0991d7cb27dc4	wavs/683e435b61a2673de2a0991d7cb27dc4.wav	4.5	angry		a5562e26cd8f1949488a2d1e1e549d97	что такое есть он блядь	angry	18646519c68578f7f521df6134e53553
683e435b61a2673de2a0991d7cb27dc4	wavs/683e435b61a2673de2a0991d7cb27dc4.wav	4.5	angry		7686bf06c97f115e843d5ecdff0eb188	что такое есть он блядь	angry	18646519c68578f7f521df6134e53553
63655cc95931bd3bdb94893e0975c825	wavs/63655cc95931bd3bdb94893e0975c825.wav	3.68	angry		f8739db51f54bc4b7f61850d94182a65	гектора нормальный какой	angry	5091ef1d4b230821c05c6b6d6a528e26
63655cc95931bd3bdb94893e0975c825	wavs/63655cc95931bd3bdb94893e0975c825.wav	3.68	angry		32bd471407fe168dacd5f8252f9949b7	гектора нормальный какой	angry	5091ef1d4b230821c05c6b6d6a528e26
b599081038597447be9967d9fe3228e4	wavs/b599081038597447be9967d9fe3228e4.wav	7.48	angry		f8739db51f54bc4b7f61850d94182a65	джой тину хуй мистер	angry	4839daafbff6d0657795e83df83c4305
8ad4838d5610f7bbe597cb9ba0e9da38	wavs/8ad4838d5610f7bbe597cb9ba0e9da38.wav	4.620375	angry		f8739db51f54bc4b7f61850d94182a65	афина афина честно говоря ты тупая	angry	82c4f4152651622a6d2d59e971d2c89f
b599081038597447be9967d9fe3228e4	wavs/b599081038597447be9967d9fe3228e4.wav	7.48	angry		a5562e26cd8f1949488a2d1e1e549d97	джой тину хуй мистер	angry	4839daafbff6d0657795e83df83c4305
8ad4838d5610f7bbe597cb9ba0e9da38	wavs/8ad4838d5610f7bbe597cb9ba0e9da38.wav	4.620375	angry		858305a5450b7bd1288ba0053b1cd1c1	афина афина честно говоря ты тупая	angry	82c4f4152651622a6d2d59e971d2c89f
b599081038597447be9967d9fe3228e4	wavs/b599081038597447be9967d9fe3228e4.wav	7.48	angry		858305a5450b7bd1288ba0053b1cd1c1	джой тину хуй мистер	angry	4839daafbff6d0657795e83df83c4305
e9fde795ffd1428d1e4976c2d088de7b	wavs/e9fde795ffd1428d1e4976c2d088de7b.wav	6.8	angry		0593d852df022f6c87bebb3be7607edc	я сейчас тебя выгонять телевизора	angry	1be25aa0de8c3515267127cfe14628dc
e9fde795ffd1428d1e4976c2d088de7b	wavs/e9fde795ffd1428d1e4976c2d088de7b.wav	6.8	angry		32bd471407fe168dacd5f8252f9949b7	я сейчас тебя выгонять телевизора	angry	1be25aa0de8c3515267127cfe14628dc
43dca0bcc9baf02c4ff424f091b9598f	wavs/43dca0bcc9baf02c4ff424f091b9598f.wav	9.5	angry		f8739db51f54bc4b7f61850d94182a65	с конем разговариваешь я не разговариваю на иностранном	angry	1ce1bcbdf43e7d4d64a2c1b5bfb1b642
1c50cfa412e189f7f72515f81b8e109c	wavs/1c50cfa412e189f7f72515f81b8e109c.wav	8.16	angry		f8739db51f54bc4b7f61850d94182a65	а доброе утро ты не хочешь мне пожелать	angry	50c5b44205a05faedae14c2a9e5ece8f
8d804d05551d3f0aaf4cb8666ee8065f	wavs/8d804d05551d3f0aaf4cb8666ee8065f.wav	2.60725	angry		f8739db51f54bc4b7f61850d94182a65	да хватит кричать у меня башка уже болит	angry	44b564275019cda909e73157c5f8b64c
43dca0bcc9baf02c4ff424f091b9598f	wavs/43dca0bcc9baf02c4ff424f091b9598f.wav	9.5	angry		a5562e26cd8f1949488a2d1e1e549d97	с конем разговариваешь я не разговариваю на иностранном	angry	1ce1bcbdf43e7d4d64a2c1b5bfb1b642
8d804d05551d3f0aaf4cb8666ee8065f	wavs/8d804d05551d3f0aaf4cb8666ee8065f.wav	2.60725	angry		a5562e26cd8f1949488a2d1e1e549d97	да хватит кричать у меня башка уже болит	angry	44b564275019cda909e73157c5f8b64c
1c50cfa412e189f7f72515f81b8e109c	wavs/1c50cfa412e189f7f72515f81b8e109c.wav	8.16	angry		a5562e26cd8f1949488a2d1e1e549d97	а доброе утро ты не хочешь мне пожелать	angry	50c5b44205a05faedae14c2a9e5ece8f
1c50cfa412e189f7f72515f81b8e109c	wavs/1c50cfa412e189f7f72515f81b8e109c.wav	8.16	angry		8acabbb485aaa21f57d210d6b83f3326	а доброе утро ты не хочешь мне пожелать	angry	50c5b44205a05faedae14c2a9e5ece8f
43dca0bcc9baf02c4ff424f091b9598f	wavs/43dca0bcc9baf02c4ff424f091b9598f.wav	9.5	angry		8acabbb485aaa21f57d210d6b83f3326	с конем разговариваешь я не разговариваю на иностранном	angry	1ce1bcbdf43e7d4d64a2c1b5bfb1b642
8d804d05551d3f0aaf4cb8666ee8065f	wavs/8d804d05551d3f0aaf4cb8666ee8065f.wav	2.60725	angry		8acabbb485aaa21f57d210d6b83f3326	да хватит кричать у меня башка уже болит	angry	44b564275019cda909e73157c5f8b64c
7ed0df29824026054938aad73fa6dc65	wavs/7ed0df29824026054938aad73fa6dc65.wav	8.56	angry		0593d852df022f6c87bebb3be7607edc	titan пидорасов фсбшном скажи хуй чтобы они блядь там зайчик себе	angry	307f39e8e195b5cca225b52ddd303ad8
a0a0a53216f7afe1c148fc978e3515f9	wavs/a0a0a53216f7afe1c148fc978e3515f9.wav	4.76	angry		0593d852df022f6c87bebb3be7607edc	сколько можно не есть	angry	3987c77fd07e1ede68adac4ceaf06179
7ed0df29824026054938aad73fa6dc65	wavs/7ed0df29824026054938aad73fa6dc65.wav	8.56	angry		32bd471407fe168dacd5f8252f9949b7	titan пидорасов фсбшном скажи хуй чтобы они блядь там зайчик себе	angry	307f39e8e195b5cca225b52ddd303ad8
a0a0a53216f7afe1c148fc978e3515f9	wavs/a0a0a53216f7afe1c148fc978e3515f9.wav	4.76	angry		32bd471407fe168dacd5f8252f9949b7	сколько можно не есть	angry	3987c77fd07e1ede68adac4ceaf06179
ff0a6091d071e7bb27b63a2d92820fe9	wavs/ff0a6091d071e7bb27b63a2d92820fe9.wav	5.52	angry		a5562e26cd8f1949488a2d1e1e549d97	это не собеседник там мальчик шестилетний савва зовут	angry	57c7d234021e7304f12fe50b233bcbe0
e93bd8cf2f6f89f96cd07d35f825c813	wavs/e93bd8cf2f6f89f96cd07d35f825c813.wav	3.263625	angry		a5562e26cd8f1949488a2d1e1e549d97	пошел отсюда джой	angry	70227e49d9bbfe98d25bbc6dfe2747a3
7ed0df29824026054938aad73fa6dc65	wavs/7ed0df29824026054938aad73fa6dc65.wav	8.56	angry		f8739db51f54bc4b7f61850d94182a65	titan пидорасов фсбшном скажи хуй чтобы они блядь там зайчик себе	angry	307f39e8e195b5cca225b52ddd303ad8
a38155507e3dfeab1c4026aa5883ce26	wavs/a38155507e3dfeab1c4026aa5883ce26.wav	6.66	angry		f8739db51f54bc4b7f61850d94182a65	телевизор ты ебанутый а	angry	bfa36273878672efcfe4be0ff90f2d1e
a0a0a53216f7afe1c148fc978e3515f9	wavs/a0a0a53216f7afe1c148fc978e3515f9.wav	4.76	angry		f8739db51f54bc4b7f61850d94182a65	сколько можно не есть	angry	3987c77fd07e1ede68adac4ceaf06179
e93bd8cf2f6f89f96cd07d35f825c813	wavs/e93bd8cf2f6f89f96cd07d35f825c813.wav	3.263625	angry		a951e2784b8cb7d8778d439a396dd008	пошел отсюда джой	angry	70227e49d9bbfe98d25bbc6dfe2747a3
b02e878b7ebe69bb1535ec9e53a9a451	wavs/b02e878b7ebe69bb1535ec9e53a9a451.wav	2.999875	angry		a951e2784b8cb7d8778d439a396dd008	выполняй команды	angry	da0739ae2cb4e883fb081398416bac8c
ff0a6091d071e7bb27b63a2d92820fe9	wavs/ff0a6091d071e7bb27b63a2d92820fe9.wav	5.52	angry		a951e2784b8cb7d8778d439a396dd008	это не собеседник там мальчик шестилетний савва зовут	angry	57c7d234021e7304f12fe50b233bcbe0
ff0a6091d071e7bb27b63a2d92820fe9	wavs/ff0a6091d071e7bb27b63a2d92820fe9.wav	5.52	angry		8acabbb485aaa21f57d210d6b83f3326	это не собеседник там мальчик шестилетний савва зовут	angry	57c7d234021e7304f12fe50b233bcbe0
e93bd8cf2f6f89f96cd07d35f825c813	wavs/e93bd8cf2f6f89f96cd07d35f825c813.wav	3.263625	angry		8acabbb485aaa21f57d210d6b83f3326	пошел отсюда джой	angry	70227e49d9bbfe98d25bbc6dfe2747a3
b02e878b7ebe69bb1535ec9e53a9a451	wavs/b02e878b7ebe69bb1535ec9e53a9a451.wav	2.999875	angry		8acabbb485aaa21f57d210d6b83f3326	выполняй команды	angry	da0739ae2cb4e883fb081398416bac8c
37bef126bd302aadb78c25cda0e89bb2	wavs/37bef126bd302aadb78c25cda0e89bb2.wav	6.38	angry		47ada91aad4991ecdc2d62b1ffda0dd9	афина ты че мужик	angry	2d2d944961526bc2a11be77a2b3e4a2a
37bef126bd302aadb78c25cda0e89bb2	wavs/37bef126bd302aadb78c25cda0e89bb2.wav	6.38	angry		9c921553e50bf9ed2a3963e8652a4085	афина ты че мужик	angry	2d2d944961526bc2a11be77a2b3e4a2a
5e4c970970b6c7790e9a2b7eb341e8e9	wavs/5e4c970970b6c7790e9a2b7eb341e8e9.wav	2.2751875	angry		0593d852df022f6c87bebb3be7607edc	ну охуенно	angry	6eefedf78bc0d4190eaeab770dad5bbe
e29bad78c38edfdf7a0c5b368c1047b0	wavs/e29bad78c38edfdf7a0c5b368c1047b0.wav	4.94	angry		f8739db51f54bc4b7f61850d94182a65	ты ответишь на все то что я скажу	angry	6490ba73b8349ac52205542fccd4b6bb
1485d35314faae717e07698ba70be656	wavs/1485d35314faae717e07698ba70be656.wav	4.12	angry		f8739db51f54bc4b7f61850d94182a65	это по твоему нормально	angry	4940ed99564d9a131c56c9fa4c4f75e4
81f126387832e2df91ae38ed5feb0e21	wavs/81f126387832e2df91ae38ed5feb0e21.wav	5.409875	angry		f8739db51f54bc4b7f61850d94182a65	парикмахерская эм бравл старс	angry	23feaab8f1898fef11ba6e600f41e4a9
1be1b36af9420fe6db20a44e59c268cf	wavs/1be1b36af9420fe6db20a44e59c268cf.wav	3.9005625	angry		f8739db51f54bc4b7f61850d94182a65	почему ты так тупишь	angry	d8abcf5fbd7395dcd96253d5eef41a83
f6c74b33f89b2faa21feced78c8f2b35	wavs/f6c74b33f89b2faa21feced78c8f2b35.wav	5.16	angry		f8739db51f54bc4b7f61850d94182a65	это антон не нравится она домой	angry	8b29ec618d41da869e6cee212845feec
26226e25360d606ecb4ecdd7c81e7b2e	wavs/26226e25360d606ecb4ecdd7c81e7b2e.wav	2.507375	angry		f8739db51f54bc4b7f61850d94182a65	у тебя кукуха поехала	angry	c2254df3e27d4a21beeac9b99a99e36e
5e4c970970b6c7790e9a2b7eb341e8e9	wavs/5e4c970970b6c7790e9a2b7eb341e8e9.wav	2.2751875	angry		ae66614696975a66425ee282c9e6bb31	ну охуенно	angry	6eefedf78bc0d4190eaeab770dad5bbe
81f126387832e2df91ae38ed5feb0e21	wavs/81f126387832e2df91ae38ed5feb0e21.wav	5.409875	angry		a951e2784b8cb7d8778d439a396dd008	парикмахерская эм бравл старс	angry	23feaab8f1898fef11ba6e600f41e4a9
26226e25360d606ecb4ecdd7c81e7b2e	wavs/26226e25360d606ecb4ecdd7c81e7b2e.wav	2.507375	angry		a951e2784b8cb7d8778d439a396dd008	у тебя кукуха поехала	angry	c2254df3e27d4a21beeac9b99a99e36e
e29bad78c38edfdf7a0c5b368c1047b0	wavs/e29bad78c38edfdf7a0c5b368c1047b0.wav	4.94	angry		a951e2784b8cb7d8778d439a396dd008	ты ответишь на все то что я скажу	angry	6490ba73b8349ac52205542fccd4b6bb
1485d35314faae717e07698ba70be656	wavs/1485d35314faae717e07698ba70be656.wav	4.12	angry		a951e2784b8cb7d8778d439a396dd008	это по твоему нормально	angry	4940ed99564d9a131c56c9fa4c4f75e4
f6c74b33f89b2faa21feced78c8f2b35	wavs/f6c74b33f89b2faa21feced78c8f2b35.wav	5.16	angry		a951e2784b8cb7d8778d439a396dd008	это антон не нравится она домой	angry	8b29ec618d41da869e6cee212845feec
1be1b36af9420fe6db20a44e59c268cf	wavs/1be1b36af9420fe6db20a44e59c268cf.wav	3.9005625	angry		a951e2784b8cb7d8778d439a396dd008	почему ты так тупишь	angry	d8abcf5fbd7395dcd96253d5eef41a83
f6c74b33f89b2faa21feced78c8f2b35	wavs/f6c74b33f89b2faa21feced78c8f2b35.wav	5.16	angry		32bd471407fe168dacd5f8252f9949b7	это антон не нравится она домой	angry	8b29ec618d41da869e6cee212845feec
81f126387832e2df91ae38ed5feb0e21	wavs/81f126387832e2df91ae38ed5feb0e21.wav	5.409875	angry		32bd471407fe168dacd5f8252f9949b7	парикмахерская эм бравл старс	angry	23feaab8f1898fef11ba6e600f41e4a9
1be1b36af9420fe6db20a44e59c268cf	wavs/1be1b36af9420fe6db20a44e59c268cf.wav	3.9005625	angry		32bd471407fe168dacd5f8252f9949b7	почему ты так тупишь	angry	d8abcf5fbd7395dcd96253d5eef41a83
e29bad78c38edfdf7a0c5b368c1047b0	wavs/e29bad78c38edfdf7a0c5b368c1047b0.wav	4.94	angry		32bd471407fe168dacd5f8252f9949b7	ты ответишь на все то что я скажу	angry	6490ba73b8349ac52205542fccd4b6bb
26226e25360d606ecb4ecdd7c81e7b2e	wavs/26226e25360d606ecb4ecdd7c81e7b2e.wav	2.507375	angry		32bd471407fe168dacd5f8252f9949b7	у тебя кукуха поехала	angry	c2254df3e27d4a21beeac9b99a99e36e
1485d35314faae717e07698ba70be656	wavs/1485d35314faae717e07698ba70be656.wav	4.12	angry		32bd471407fe168dacd5f8252f9949b7	это по твоему нормально	angry	4940ed99564d9a131c56c9fa4c4f75e4
c8224e03dd2372b20a87bc3a6979ebac	wavs/c8224e03dd2372b20a87bc3a6979ebac.wav	4.72	angry		8acabbb485aaa21f57d210d6b83f3326	хотя бы этот ты смог	angry	f2892ac9acf033513e8227e760e5e53e
ec1a7cf41f8757354fd1efcd8b7bd9a8	wavs/ec1a7cf41f8757354fd1efcd8b7bd9a8.wav	7.6389999999999985	angry		47ada91aad4991ecdc2d62b1ffda0dd9	ужасно медленный убийца с крайне неэффективным оружием	angry	8d6f3fb759eb457f4030a4f2baa98e1a
2eebbda214366a4ce4658036e4ce1bc6	wavs/2eebbda214366a4ce4658036e4ce1bc6.wav	5.46	angry		f8739db51f54bc4b7f61850d94182a65	выйди с этого приложения	angry	a1d0a354f66bd1c870fbaed2578b5aa9
2eebbda214366a4ce4658036e4ce1bc6	wavs/2eebbda214366a4ce4658036e4ce1bc6.wav	5.46	angry		ae66614696975a66425ee282c9e6bb31	выйди с этого приложения	angry	a1d0a354f66bd1c870fbaed2578b5aa9
2eebbda214366a4ce4658036e4ce1bc6	wavs/2eebbda214366a4ce4658036e4ce1bc6.wav	5.46	angry		858305a5450b7bd1288ba0053b1cd1c1	выйди с этого приложения	angry	a1d0a354f66bd1c870fbaed2578b5aa9
d31fd2bcb418fcd26b9a5d6b7566a71f	wavs/d31fd2bcb418fcd26b9a5d6b7566a71f.wav	2.2055	angry		eaa3b7b8772fde41ae7435169d315f71	уничтожить	angry	4e760004151ab7ea87c3c287dc247524
d31fd2bcb418fcd26b9a5d6b7566a71f	wavs/d31fd2bcb418fcd26b9a5d6b7566a71f.wav	2.2055	angry		a951e2784b8cb7d8778d439a396dd008	уничтожить	angry	4e760004151ab7ea87c3c287dc247524
fb0c6514dc0a7f5ab06c684ec7733029	wavs/fb0c6514dc0a7f5ab06c684ec7733029.wav	4.3649375	angry		9c921553e50bf9ed2a3963e8652a4085	палка точка запитает и дебилка вот такая	angry	a3ce7679dd5f13549b8e35fa924a52b2
fb0c6514dc0a7f5ab06c684ec7733029	wavs/fb0c6514dc0a7f5ab06c684ec7733029.wav	4.3649375	angry		32bd471407fe168dacd5f8252f9949b7	палка точка запитает и дебилка вот такая	angry	a3ce7679dd5f13549b8e35fa924a52b2
